#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
138,Cedric Malone,,SS,South Carolina,,5096,211,98.3,-1.9,2.7,Malone,5096,211,,,,4.78,2.69,1.67,4.37,7.53,17,34,10.17
139,Eric Takenaka,,SS,BYU,,5093,206,97.9,-2,2.5,Takenaka,5093,206,,,,4.65,2.75,1.63,4.33,7.19,12,31.5,9.67
140,Kelvin Rainey,,SS,Virginia,,6007,196,97.8,-2,2.4,Rainey,6007,196,,,,4.68,2.65,1.65,4.52,6.77,12,33,9.75
141,Jarrod Barnes,,SS,Ohio State,,6002,193,97.6,-2,2.3,Barnes,6002,193,,,,4.84,2.69,1.62,4.22,7.11,15,30.5,9.92
142,Wilson Curtis,,SS,Delta State,,6004,210,97.1,-2,2.1,Curtis,6004,210,,,,4.74,2.66,1.67,4.44,7.35,16,32.5,10.17
143,Stratton Brown,,SS,Fresno State,,6005,196,97.1,-2,2.1,Brown,6005,196,,,,4.77,2.78,1.62,4.47,7.1,8,34.5,9.75
144,Josh Harvey-Clemons,DB17,DS,Louisville,23.5,6042,217,96.7,-2.1,2,Harvey-Clemons,6042,217,35.375,10.375,85.625,4.76,2.63,1.69,4.59,7.09,15,33,10.08
145,Alfred Ansley,,FS,Florida Atlantic,,5080,180,96.3,-2.1,1.8,Ansley,5080,180,,,,4.81,2.82,1.6,4.37,7.13,10,31.5,10.25
146,Troy Hawthorne,,SS,UNLV,,6027,203,96.1,-2.1,1.7,Hawthorne,6027,203,,,,4.67,2.69,1.7,4.49,6.89,11,33,9.92
147,C.J. Broussard,,SS,Azusa Pacific,,5116,198,95.9,-2.2,1.6,Broussard,5116,198,,,,4.7,2.73,1.65,4.34,7.32,18,33,9.67
148,Anthony Cioffi,,SS,Rutgers,,5112,205,95.8,-2.2,1.6,Cioffi,5112,205,,,,4.55,2.67,1.64,4.24,6.96,15,27.5,9.5
149,James Sanford,,SS,Bowling Green,,6014,196,95.7,-2.2,1.5,Sanford,6014,196,,,,4.8,2.73,1.64,4.28,7.15,15,31,9.83
150,DeJuan Rogers,,SS,Toledo,,5115,194,95.4,-2.2,1.4,Rogers,5115,194,,,,4.7,2.72,1.63,4.4,6.89,16,30.5,9.58
151,DeJean King,,SS,Arizona,,6023,201,95.4,-2.2,1.4,King,6023,201,,,,4.69,2.7,1.62,4.57,7.47,10,35,9.92
152,Shattle Fenteng,,FS,Georgia,,6000,193,95,-2.2,1.3,Fenteng,6000,193,,,,4.72,2.76,1.57,4.39,7.33,,31.5,9.5
153,Jameel Smith,,FS,Youngstown State,,5113,183,94.8,-2.2,1.2,Smith,5113,183,,,,4.66,2.72,1.65,4.28,7.14,7,33,9.83
154,Xavier Bethany,,FS,Lamar,,5117,195,94.6,-2.3,1.2,Bethany,5117,195,,,,4.64,2.69,1.64,4.54,7.2,14,33.5,9.75
155,Dominic Barnes,,SS,San Jose State,,5102,193,94.6,-2.3,1.2,Barnes,5102,193,,,,4.7,2.68,1.68,4.37,6.98,19,32.5,9.58
156,Bobby Baker,,SS,Georgia State,,6021,198,94.5,-2.3,1.1,Baker,6021,198,,,,4.84,2.74,1.68,4.39,7.35,12,34,10.17
157,John Schilleci,,FS,North Texas,,5111,201,94.2,-2.3,1.1,Schilleci,5111,201,,,,4.7,2.78,1.66,4.35,7.3,17,32.5,9.58
158,Bradley Street,,FS,Alabama State,,5112,186,94.1,-2.3,1.1,Street,5112,186,,,,4.58,2.65,1.6,4.41,7.3,6,33.5,9.58
159,Dallas Lloyd,,SS,Stanford,,6012,207,94.1,-2.3,1,Lloyd,6012,207,,,,4.67,2.76,1.72,4.46,7.1,19,34.5,9.5
160,Jeremy Tyler,,SS,West Virginia,22.4,5110,212,93.9,-2.3,1,Tyler,5110,212,32.375,8.875,77.25,4.76,2.77,1.71,4.27,6.94,11,32.5,9.33
161,Damien Packer,,SS,Hawaii,,5105,208,93.9,-2.3,1,Packer,5105,208,,,,4.69,2.7,1.62,4.57,7.38,24,35,9
162,Jaheem Woods,,SS,Stony Brook,,5096,198,93.6,-2.4,0.9,Woods,5096,198,,,,4.78,2.67,1.63,4.5,7.09,14,32,9.67
163,Alpha Jalloh,,SS,Liberty,,6005,199,93.3,-2.4,0.8,Jalloh,6005,199,,,,4.89,2.8,1.63,4.32,6.88,15,28,9.75
164,Greg Cunningham,,FS,Campbell,,6016,185,93.2,-2.4,0.8,Cunningham,6016,185,,,,4.76,2.61,1.64,4.4,7.16,5,33.5,9.92
165,Chaz Elder,,FS,South Carolina,,6020,205,93,-2.4,0.8,Elder,6020,205,,,,,2.76,1.66,4.65,,17,36,10.17
